A name,A class name,A start line,A end line, A method start line , A method end line, B name,B class name,B start line,B end line, B method start line , B method end line,similarity
dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,982,987,982,987,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Archives.java,197,208,197,208,0.628292,
dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,982,987,982,987,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\comparators\Reverse.java,78,90,78,90,0.543239,
dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,982,987,982,987,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Restrict.java,145,157,145,157,0.581414,
dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,982,987,982,987,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\selectors\Compare.java,128,141,128,141,0.685723,
dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,982,987,982,987,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Sort.java,76,88,76,88,0.650675,
dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AbstractFileSet.java,982,987,982,987,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Tokens.java,115,130,115,130,0.659783,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,80,90,80,90,setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,207,217,207,217,1.000000,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,80,90,80,90,getTestClassPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ExecuteJavaTest.java,121,129,121,129,0.600435,
setClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,80,90,80,90,getTestClassPath,E:\apach_ant\20181106\ant\src\tests\junit\org\apache\tools\ant\taskdefs\ExecuteWatchdogTest.java,58,66,58,66,0.600435,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,96,105,96,105,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Mapper.java,137,146,137,146,1.000000,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,96,105,96,105,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractClasspathResource.java,62,69,62,69,0.803283,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,96,105,96,105,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\ExtendSelector.java,118,126,118,126,0.962297,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,96,105,96,105,createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,188,197,188,197,1.000000,
createClasspath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,96,105,96,105,createCatalogPath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,244,253,244,253,0.608041,
getParams,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,136,142,136,142,getResource,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ResourceDecorator.java,206,215,206,215,0.537680,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,0.904753,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\FilterChain.java,400,414,400,414,0.746176,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\depend\ClassfileSet.java,170,184,170,184,0.740553,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,0.877368,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\PropertySet.java,545,560,545,560,0.846750,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractClasspathResource.java,241,253,241,253,1.000000,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractResourceCollectionWrapper.java,160,172,160,172,0.819398,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ArchiveResource.java,289,301,289,301,0.896944,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Archives.java,197,208,197,208,0.888284,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\BaseResourceCollectionContainer.java,187,201,187,201,0.652339,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\comparators\Reverse.java,78,90,78,90,0.894065,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\MappedResourceCollection.java,205,214,205,214,0.656428,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,getResource,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ResourceDecorator.java,206,215,206,215,0.543372,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ResourceDecorator.java,222,232,222,232,0.727264,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Resources.java,241,255,241,255,0.651717,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Restrict.java,145,157,145,157,0.922954,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\selectors\Compare.java,128,141,128,141,0.825103,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\selectors\ResourceSelectorContainer.java,123,137,123,137,0.644753,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Sort.java,76,88,76,88,0.895182,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Tokens.java,115,130,115,130,0.815327,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\AbstractSelectorContainer.java,352,366,352,366,0.697616,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\BaseSelectorContainer.java,349,363,349,363,0.697616,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\AntFilterReader.java,163,175,163,175,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,453,468,453,468,0.925546,
addConfigured,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,128,135,128,135,addConfigured,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ArchiveResource.java,103,114,103,114,0.786713,
getSrc,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,190,199,190,199,toString,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,523,528,523,528,0.505219,
setPrefix,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,224,230,224,230,setFullpath,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,251,257,251,257,0.819508,
setPrefix,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,224,230,224,230,closeElement - if,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\util\DOMElementWriter.java,398,406,398,406,0.532402,
iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,340,349,340,349,size,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,357,366,357,366,0.872838,
iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,340,349,340,349,iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\DirSet.java,67,73,67,73,0.706506,
iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,340,349,340,349,iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\FileList.java,192,198,192,198,0.511776,
iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,340,349,340,349,iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\FileSet.java,66,72,66,72,0.737266,
iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,340,349,340,349,iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\BCFileSet.java,51,59,51,59,0.636593,
size,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,357,366,357,366,iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\DirSet.java,67,73,67,73,0.555480,
size,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,357,366,357,366,iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\FileSet.java,66,72,66,72,0.584022,
size,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,357,366,357,366,iterator,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\BCFileSet.java,51,59,51,59,0.511118,
checkArchiveAttributesAllowed,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,576,584,576,584,checkTarFileSetAttributesAllowed,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\TarFileSet.java,263,271,263,271,0.915102,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\FilterChain.java,400,414,400,414,0.741491,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\optional\depend\ClassfileSet.java,170,184,170,184,0.744266,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\Path.java,496,508,496,508,0.871929,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\PropertySet.java,551,559,551,559,0.676844,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractClasspathResource.java,241,253,241,253,0.904753,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\AbstractResourceCollectionWrapper.java,160,172,160,172,0.814254,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ArchiveResource.java,289,301,289,301,0.891383,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Archives.java,197,208,197,208,0.885345,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\BaseResourceCollectionContainer.java,187,201,187,201,0.648243,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\comparators\Reverse.java,78,90,78,90,0.888522,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference - else,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\MappedResourceCollection.java,205,214,205,214,0.659720,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,getResource,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ResourceDecorator.java,206,215,206,215,0.546097,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\ResourceDecorator.java,222,232,222,232,0.719549,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Resources.java,241,255,241,255,0.647626,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Restrict.java,145,157,145,157,0.927582,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\selectors\Compare.java,128,141,128,141,0.822495,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\selectors\ResourceSelectorContainer.java,123,137,123,137,0.640705,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Sort.java,76,88,76,88,0.899671,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\resources\Tokens.java,115,130,115,130,0.819416,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\AbstractSelectorContainer.java,352,366,352,366,0.693236,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\selectors\BaseSelectorContainer.java,349,363,349,363,0.693236,
dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveFileSet.java,588,602,588,602,dieOnCircularReference,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\XMLCatalog.java,453,468,453,468,0.861977,
getIncludedFiles,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveScanner.java,156,162,156,162,getIncludedDirectories,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveScanner.java,185,191,185,191,0.884371,
getIncludedFiles,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveScanner.java,156,162,156,162,getResourceFiles,E:\apach_ant\20181106\ant\src\main\org\apache\tools\ant\types\ArchiveScanner.java,212,218,212,218,0.637965,
